web-scraper-order,web-scraper-start-url,venue,venue-href,tabs,tabs-href,Pos,Num,Driver,Car,Time,Gap,Laps
"1601159311-2262","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","2","44","Lewis
                    Hamilton
                    HAM","Mercedes","null","null","52"
"1601159269-2016","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","12","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","null","null","12"
"1601159272-2029","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1050/spain/starting-grid.html","5","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:16.589","null","null"
"1601159239-1866","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","null","null","15"
"1601159236-1858","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-3.html","13","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:44.771","+1.516s","11"
"1601159288-2132","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-2.html","13","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:27.128","+1.522s","31"
"1601159193-1602","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","63","George
                    Russell
                    RUS","Williams Mercedes","23.638","null","null"
"1601159269-2018","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","14","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","null","null","12"
"1601159355-2470","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1047/hungary/qualifying.html","10","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","null","null","14"
"1601159193-1596","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","33.281","null","null"
"1601159350-2442","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-3.html","2","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:15.479","+0.042s","20"
"1601159212-1711","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1052/italy/qualifying.html","3","55","Carlos
                    Sainz
                    SAI","McLaren Renault","null","null","16"
"1601159164-1440","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-3.html","16","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:35.451","+2.172s","14"
"1601159389-2676","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1046/austria/fastest-laps.html","11","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:08.009","null","null"
"1601159288-2136","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-2.html","17","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:27.535","+1.929s","30"
"1601159333-2366","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/pit-stop-summary.html","null","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","29.414","null","null"
"1601159265-1986","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:17.373","+0.151s","13"
"1601159171-1471","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1054/russia/starting-grid.html","7","31","Esteban
                    Ocon
                    OCO","Renault","1:32.624","null","null"
"1601159272-2032","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1050/spain/starting-grid.html","8","4","Lando
                    Norris
                    NOR","McLaren Renault","1:17.084","null","null"
"1601159276-2072","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","22.197","null","null"
"1601159385-2646","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1046/austria/pit-stop-summary.html","null","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","20.937","null","null"
"1601159265-1996","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","12","5","Sebastian
                    Vettel
                    VET","Ferrari","1:18.707","+1.485s","15"
"1601159216-1736","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1052/italy/starting-grid.html","8","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:20.049","null","null"
"1601159197-1646","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1053/italy/fastest-laps.html","16","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","2:13.809","null","null"
"1601159392-2686","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1046/austria/race-result.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","null","null","71"
"1601159219-1768","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1052/italy/pit-stop-summary.html","null","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","25:17.308","null","null"
"1601159265-1998","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","14","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:18.721","+1.499s","11"
"1601159347-2424","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-2.html","4","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:42.380","+1.916s","6"
